1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.jpg,0.000232123,1.54093,0.000909743,11151.4,0.0945933,227.087,-1.64283e-06,-7.89412e-10,0.0192843,11.3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.jpg,0.000232123,1.54093,0.000909743,11151.4,0.0945933,227.087,-1.64283e-06,-7.89412e-10,0.0192843,11.3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.jpg,0,0,0,0,0,0,0,0,0,0,2278.66,3868,4.91813e+06,58726,-3140.92,0,0,0,0,0,0,0,0,0,0,0
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10432,0.975795,109.983,10582.9,52.524,0.000132915,11327,0.00012964,11072.8,0.000147003,12423.3
1,2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10542,0.975495,101.839,8881.82,44.8785,0.000128708,10784.5,0.000125415,10537.3,0.000142912,11839.7
1,2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10542,0.975495,101.839,8881.82,44.8785,0.000128708,10784.5,0.000125415,10537.3,0.000142912,11839.7
1,2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10542,0.975495,101.839,8881.82,44.8785,0.000128708,10784.5,0.000125415,10537.3,0.000142912,11839.7
1,2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10542,0.975495,101.839,8881.82,44.8785,0.000128708,10784.5,0.000125415,10537.3,0.000142912,11839.7
1,2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10542,0.975495,101.839,8881.82,44.8785,0.000128708,10784.5,0.000125415,10537.3,0.000142912,11839.7
1,2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10542,0.975495,101.839,8881.82,44.8785,0.000128708,10784.5,0.000125415,10537.3,0.000142912,11839.7
1,2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10542,0.975495,101.839,8881.82,44.8785,0.000128708,10784.5,0.000125415,10537.3,0.000142912,11839.7
1,2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10542,0.975495,101.839,8881.82,44.8785,0.000128708,10784.5,0.000125415,10537.3,0.000142912,11839.7
1,2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10542,0.975495,101.839,8881.82,44.8785,0.000128708,10784.5,0.000125415,10537.3,0.000142912,11839.7
