21,111,21,111,0
21,111,28,104,9.89949
21,111,28,111,7
21,111,28,118,9.89949
21,111,35,104,15.6525
21,111,35,111,14
21,111,35,118,15.6525
21,111,42,104,22.1359
21,111,42,111,21
21,111,42,118,22.1359
21,111,49,104,28.8617
21,111,49,111,28
21,111,49,118,28.8617
21,111,56,104,35.6931
21,111,56,111,35
21,111,56,118,35.6931
21,111,63,104,42.5793
21,111,63,111,42
21,111,63,118,42.5793
21,111,70,104,49.4975
21,111,70,111,49
21,111,70,118,49.4975
21,111,77,104,56.4358
21,111,77,111,56
21,111,77,118,56.4358
21,111,84,104,63.3877
21,111,84,111,63
21,111,84,118,63.3877
21,111,91,104,70.3491
21,111,91,111,70
21,111,91,118,70.3491
21,111,98,104,77.3175
21,111,98,111,77
21,111,98,118,77.3175
21,111,105,104,84.2912
21,111,105,111,84
21,111,105,118,84.2912
21,111,112,104,91.2688
21,111,112,111,91
21,111,112,118,91.2688
21,111,119,104,98.2497
21,111,119,111,98
21,111,119,118,98.2497
21,111,126,104,105.233
21,111,126,111,105
21,111,126,118,105.233
21,111,133,104,112.219
21,111,133,111,112
21,111,133,118,112.219
21,111,140,104,119.206
21,111,140,111,119
21,111,140,118,119.206
21,111,140,125,119.821
21,111,147,104,126.194
21,111,147,111,126
21,111,147,118,126.194
21,111,147,125,126.775
21,111,154,104,133.184
21,111,154,111,133
21,111,154,118,133.184
21,111,154,125,133.735
21,111,161,104,140.175
21,111,161,111,140
21,111,161,118,140.175
21,111,161,125,140.698
21,111,161,132,141.566
21,111,168,104,147.167
21,111,168,111,147
21,111,168,118,147.167
21,111,168,125,147.665
21,111,168,132,148.492
21,111,175,104,154.159
21,111,175,111,154
21,111,175,118,154.159
21,111,175,125,154.635
21,111,175,132,155.425
21,111,182,104,161.152
21,111,182,111,161
21,111,182,118,161.152
21,111,182,125,161.608
21,111,182,132,162.364
21,111,189,104,168.146
21,111,189,111,168
21,111,189,118,168.146
21,111,189,125,168.582
21,111,189,132,169.307
21,111,189,139,170.317
21,111,196,104,175.14
21,111,196,111,175
21,111,196,118,175.14
21,111,196,125,175.559
21,111,196,132,176.255
21,111,196,139,177.226
21,111,203,104,182.135
21,111,203,111,182
21,111,203,118,182.135
21,111,203,125,182.538
21,111,203,132,183.208
21,111,203,139,184.141
21,111,210,104,189.13
21,111,210,111,189
21,111,210,118,189.13
21,111,210,125,189.518
21,111,210,132,190.163
21,111,210,139,191.063
21,111,210,146,192.213
21,111,217,104,196.125
21,111,217,111,196
21,111,217,118,196.125
21,111,217,125,196.499
21,111,217,132,197.122
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
28,104,21,111,9.89949
28,104,28,104,0
28,104,28,111,7
28,104,35,97,9.89949
28,104,35,104,7
28,104,35,111,9.89949
28,104,35,118,15.6525
28,104,42,97,15.6525
28,104,42,104,14
28,104,42,111,15.6525
28,104,42,118,19.799
28,104,49,97,22.1359
28,104,49,104,21
28,104,49,111,22.1359
28,104,49,118,25.2389
28,104,56,97,28.8617
28,104,56,104,28
28,104,56,111,28.8617
28,104,56,118,31.305
28,104,63,97,35.6931
28,104,63,104,35
28,104,63,111,35.6931
28,104,63,118,37.6962
28,104,70,97,42.5793
28,104,70,104,42
28,104,70,111,42.5793
28,104,70,118,44.2719
28,104,77,97,49.4975
28,104,77,104,49
28,104,77,111,49.4975
28,104,77,118,50.9608
28,104,84,97,56.4358
28,104,84,104,56
28,104,84,111,56.4358
28,104,84,118,57.7235
28,104,91,97,63.3877
28,104,91,104,63
28,104,91,111,63.3877
28,104,91,118,64.5368
28,104,98,97,70.3491
28,104,98,104,70
28,104,98,111,70.3491
28,104,98,118,71.3863
28,104,105,97,77.3175
28,104,105,104,77
28,104,105,111,77.3175
28,104,105,118,78.2624
28,104,112,97,84.2912
28,104,112,104,84
28,104,112,111,84.2912
28,104,112,118,85.1587
28,104,119,97,91.2688
28,104,119,104,91
28,104,119,111,91.2688
28,104,119,118,92.0706
28,104,126,97,98.2497
28,104,126,104,98
28,104,126,111,98.2497
28,104,126,118,98.9949
28,104,133,97,105.233
28,104,133,104,105
28,104,133,111,105.233
28,104,133,118,105.929
28,104,140,97,112.219
28,104,140,104,112
28,104,140,111,112.219
28,104,140,118,112.872
